,cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
10957,495.39,780,4,8,Авиа,B2B,Физическое лицо,Одежда,Мужская,Нижний Новгород,Санкт-Петербург,Розничный,2023-06-23 01:32:00,2023-06-23 05:32:00,4.0,Лето,Лето
10740,483.82,346,43,3,Морской,B2B,Физическое лицо,Одежда,Мужская,Сочи,Владивосток,Розничный,2023-06-23 01:55:00,2023-06-24 20:55:00,2.1,Лето,Лето
16922,902.46,978,72,7,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Москва,Новосибирск,Розничный,2023-06-23 01:59:00,2023-06-26 01:59:00,4.2,Лето,Лето
15103,76.54,121,56,1,Авиа,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сочи,Новосибирск,Розничный,2023-06-23 02:35:00,2023-06-25 10:35:00,0.17,Лето,Лето
17044,913.9,725,13,2,Морской,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Санкт-Петербург,Розничный,2023-06-23 02:56:00,2023-06-23 15:56:00,0.6,Лето,Лето
10679,479.98,265,47,9,Авиа,B2C,Юридическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-06-23 03:19:00,2023-06-25 02:19:00,0.1169999999999999,Лето,Лето
4227,16.51,29,46,2,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Новосибирск,Розничный,2023-06-23 03:28:00,2023-06-25 01:28:00,120.0,Лето,Лето
10487,469.89,714,45,7,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Краснодар,Розничный,2023-06-23 03:47:00,2023-06-25 00:47:00,0.21,Лето,Лето
2607,1315.54,979,6,10,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Казань,Владивосток,Розничный,2023-06-23 04:53:00,2023-06-23 10:53:00,6.0,Лето,Лето
5276,189.22,104,35,10,Морской,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-06-23 05:43:00,2023-06-24 16:43:00,90.0,Лето,Лето
941,11.58,10,24,3,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-06-23 07:04:00,2023-06-24 07:04:00,0.75,Лето,Лето
14888,744.23,452,33,4,ЖД,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Санкт-Петербург,Розничный,2023-06-23 08:13:00,2023-06-24 17:13:00,36.0,Лето,Лето
9565,416.77,429,63,2,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Санкт-Петербург,Розничный,2023-06-23 08:43:00,2023-06-25 23:43:00,4.4,Лето,Лето
17495,956.54,886,45,7,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Владивосток,Розничный,2023-06-23 09:00:00,2023-06-25 06:00:00,1.26,Лето,Лето
12034,555.7,335,11,2,Грузовик,B2B,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Нижний Новгород,Розничный,2023-06-23 09:43:00,2023-06-23 20:43:00,0.34,Лето,Лето
3441,145.65,91,20,5,ЖД,VIP,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-06-23 09:51:00,2023-06-24 05:51:00,87.5,Лето,Лето
142,1012.39,984,57,6,Морской,B2C,Юридическое лицо,Одежда,Мужская,Новосибирск,Калининград,Розничный,2023-06-23 10:23:00,2023-06-25 19:23:00,3.0,Лето,Лето
7948,332.37,304,46,10,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Санкт-Петербург,Розничный,2023-06-23 10:35:00,2023-06-25 08:35:00,30.5,Лето,Лето
10267,457.81,615,38,4,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Казань,Розничный,2023-06-23 10:44:00,2023-06-25 00:44:00,1.6,Лето,Лето
14501,715.64,420,62,8,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Нижний Новгород,Оптовый,2023-06-23 11:36:00,2023-06-26 01:36:00,4.0,Лето,Лето
12674,597.18,689,56,9,Морской,B2B,Юридическое лицо,Электроника,Компьютеры,Сочи,Калининград,Розничный,2023-06-23 12:05:00,2023-06-25 20:05:00,90.0,Лето,Лето
15572,794.46,784,12,8,Грузовик,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Оптовый,2023-06-23 12:44:00,2023-06-24 00:44:00,40.0,Лето,Лето
17416,95.05,77,21,10,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-06-23 13:30:00,2023-06-24 10:30:00,35.0,Лето,Лето
5285,189.6,168,43,7,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Санкт-Петербург,Розничный,2023-06-23 14:24:00,2023-06-25 09:24:00,1.1900000000000002,Лето,Лето
14663,727.81,401,31,2,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Оптовый,2023-06-23 15:15:00,2023-06-24 22:15:00,0.026,Лето,Лето
1833,1210.05,690,55,4,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Нижний Новгород,Розничный,2023-06-23 15:33:00,2023-06-25 22:33:00,0.052,Лето,Лето
1801,1207.99,796,61,6,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Краснодар,Розничный,2023-06-23 17:49:00,2023-06-26 06:49:00,21.0,Лето,Лето
7171,289.01,189,32,3,Грузовик,B2C,Юридическое лицо,Электроника,Мобильные устройства,Москва,Сочи,Розничный,2023-06-23 18:05:00,2023-06-25 02:05:00,0.51,Лето,Лето
6,10.44,6,48,7,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Москва,Калининград,Розничный,2023-06-23 18:37:00,2023-06-25 18:37:00,2.1,Лето,Лето
17800,982.57,627,70,4,Авиа,B2C,Юридическое лицо,Одежда,Женская,Новосибирск,Калининград,Розничный,2023-06-23 18:48:00,2023-06-26 16:48:00,1.2,Лето,Лето
5158,1848.45,977,41,4,Авиа,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Казань,Розничный,2023-06-23 19:07:00,2023-06-25 12:07:00,2.0,Лето,Лето
16677,882.38,463,9,5,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Казань,Владивосток,Оптовый,2023-06-23 19:44:00,2023-06-24 04:44:00,1.25,Лето,Лето
7243,293.17,442,61,2,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-06-23 19:55:00,2023-06-26 08:55:00,120.0,Лето,Лето
8497,36.98,54,35,8,Авиа,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-06-23 19:56:00,2023-06-25 06:56:00,1.44,Лето,Лето
17958,997.92,699,13,5,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Сочи,Розничный,2023-06-23 20:00:00,2023-06-24 09:00:00,0.15,Лето,Лето
34,1000.63,849,11,7,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-06-23 20:14:00,2023-06-24 07:14:00,6.859999999999999,Лето,Лето
15658,800.17,551,51,9,ЖД,B2B,Юридическое лицо,Электроника,Аксессуары,Москва,Санкт-Петербург,Розничный,2023-06-23 20:19:00,2023-06-25 23:19:00,0.27,Лето,Лето
16466,865.94,548,48,9,Авиа,B2B,Юридическое лицо,Электроника,Аксессуары,Нижний Новгород,Санкт-Петербург,Розничный,2023-06-23 20:20:00,2023-06-25 20:20:00,2.25,Лето,Лето
464,1047.57,748,55,7,Грузовик,VIP,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Владивосток,Розничный,2023-06-23 21:16:00,2023-06-26 04:16:00,0.21,Лето,Лето
2732,1333.3,922,56,10,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Краснодар,Розничный,2023-06-23 21:24:00,2023-06-26 05:24:00,50.0,Лето,Лето
15597,796.69,654,26,7,Авиа,B2C,Физическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-06-23 21:40:00,2023-06-24 23:40:00,2.1,Лето,Лето
4303,161.48,213,2,4,Авиа,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Екатеринбург,Розничный,2023-06-23 22:14:00,2023-06-24 00:14:00,8.8,Лето,Лето
8493,36.57,44,43,2,Грузовик,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Казань,Оптовый,2023-06-23 22:45:00,2023-06-25 17:45:00,0.34,Лето,Лето
17237,931.86,638,57,4,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Краснодар,Розничный,2023-06-24 01:03:00,2023-06-26 10:03:00,36.0,Лето,Лето
14417,71.19,55,62,4,Авиа,B2B,Физическое лицо,Одежда,Женская,Сочи,Казань,Розничный,2023-06-24 01:25:00,2023-06-26 15:25:00,2.4,Лето,Лето
15312,775.52,413,9,9,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-06-24 01:30:00,2023-06-24 10:30:00,8.82,Лето,Лето
14985,751.37,422,24,4,Авиа,B2C,Физическое лицо,Одежда,Женская,Москва,Екатеринбург,Розничный,2023-06-24 02:09:00,2023-06-25 02:09:00,1.2,Лето,Лето
8625,368.24,296,20,2,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Калининград,Розничный,2023-06-24 02:13:00,2023-06-24 22:13:00,10.0,Лето,Лето
7029,280.23,149,14,5,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Новосибирск,Розничный,2023-06-24 02:57:00,2023-06-24 16:57:00,50.0,Лето,Лето
8658,37.17,65,26,10,ЖД,B2C,Юридическое лицо,Одежда,Мужская,Новосибирск,Калининград,Розничный,2023-06-24 03:39:00,2023-06-25 05:39:00,7.0,Лето,Лето
4274,1606.42,978,43,2,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-06-24 03:47:00,2023-06-25 22:47:00,7.0,Лето,Лето
15229,769.93,729,35,7,Морской,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Владивосток,Розничный,2023-06-24 04:02:00,2023-06-25 15:02:00,2.1,Лето,Лето
14772,735.3,980,53,1,Грузовик,B2C,Физическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Екатеринбург,Розничный,2023-06-24 04:49:00,2023-06-26 09:49:00,26.3,Лето,Лето
11914,549.13,829,34,7,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-06-24 05:27:00,2023-06-25 15:27:00,21.35,Лето,Лето
3077,139.58,164,71,3,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Сочи,Розничный,2023-06-24 05:43:00,2023-06-27 04:43:00,0.75,Лето,Лето
15876,818.12,638,16,7,Авиа,B2B,Физическое лицо,Одежда,Женская,Казань,Нижний Новгород,Розничный,2023-06-24 06:38:00,2023-06-24 22:38:00,2.31,Лето,Лето
17697,973.93,619,12,6,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Казань,Сочи,Оптовый,2023-06-24 07:43:00,2023-06-24 19:43:00,4.199999999999999,Лето,Лето
8737,372.85,243,44,7,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Новосибирск,Розничный,2023-06-24 08:03:00,2023-06-26 04:03:00,35.0,Лето,Лето
7856,327.04,583,36,5,Морской,VIP,Физическое лицо,Спорттовары,Тренажеры,Москва,Новосибирск,Розничный,2023-06-24 08:33:00,2023-06-25 20:33:00,131.5,Лето,Лето
9208,399.08,741,14,8,Морской,B2C,Физическое лицо,Одежда,Женская,Казань,Сочи,Оптовый,2023-06-24 09:20:00,2023-06-24 23:20:00,4.8,Лето,Лето
17778,980.14,512,64,1,Морской,B2B,Юридическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-06-24 09:48:00,2023-06-27 01:48:00,3.5,Лето,Лето
8762,374.37,325,68,5,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Москва,Москва,Розничный,2023-06-24 10:14:00,2023-06-27 06:14:00,0.8999999999999999,Лето,Лето
16810,893.77,562,52,7,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Розничный,2023-06-24 10:31:00,2023-06-26 14:31:00,24.5,Лето,Лето
15443,785.44,802,54,2,Морской,B2C,Физическое лицо,Одежда,Унисекс,Москва,Новосибирск,Розничный,2023-06-24 10:56:00,2023-06-26 16:56:00,0.36,Лето,Лето
1201,1132.17,681,36,2,Авиа,VIP,Физическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-06-24 11:06:00,2023-06-25 23:06:00,1.4,Лето,Лето
15536,791.77,872,45,4,Морской,B2B,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-24 12:20:00,2023-06-26 09:20:00,1.6,Лето,Лето
3994,1550.89,945,40,4,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Краснодар,Розничный,2023-06-24 12:33:00,2023-06-26 04:33:00,3.92,Лето,Лето
6120,23.48,41,43,10,ЖД,VIP,Физическое лицо,Электроника,Компьютеры,Москва,Нижний Новгород,Розничный,2023-06-24 13:27:00,2023-06-26 08:27:00,50.0,Лето,Лето
17411,949.74,558,21,6,Авиа,B2C,Физическое лицо,Одежда,Женская,Москва,Екатеринбург,Розничный,2023-06-24 14:03:00,2023-06-25 11:03:00,1.7999999999999998,Лето,Лето
10604,475.85,250,10,5,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Нижний Новгород,Розничный,2023-06-24 14:45:00,2023-06-25 00:45:00,17.5,Лето,Лето
4212,1598.74,803,25,5,Авиа,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Сочи,Оптовый,2023-06-24 14:45:00,2023-06-25 15:45:00,11.0,Лето,Лето
10048,444.34,715,40,5,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Казань,Сочи,Оптовый,2023-06-24 15:10:00,2023-06-26 07:10:00,3.0,Лето,Лето
8562,363.91,188,3,3,Грузовик,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Санкт-Петербург,Розничный,2023-06-24 15:16:00,2023-06-24 18:16:00,0.75,Лето,Лето
9761,427.73,804,41,3,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Новосибирск,Калининград,Розничный,2023-06-24 15:31:00,2023-06-26 08:31:00,0.039,Лето,Лето
1921,1220.53,666,37,10,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Калининград,Розничный,2023-06-24 15:31:00,2023-06-26 04:31:00,1.7000000000000002,Лето,Лето
1579,1178.34,913,28,1,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Сочи,Розничный,2023-06-24 16:47:00,2023-06-25 20:47:00,10.0,Лето,Лето
6732,263.9,227,62,9,Морской,B2B,Юридическое лицо,Электроника,Аксессуары,Новосибирск,Екатеринбург,Розничный,2023-06-24 18:02:00,2023-06-27 08:02:00,2.25,Лето,Лето
10628,477.03,248,72,10,Авиа,B2C,Юридическое лицо,Одежда,Женская,Сочи,Москва,Розничный,2023-06-24 18:23:00,2023-06-27 18:23:00,3.0,Лето,Лето
10988,497.28,406,65,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Оптовый,2023-06-24 18:44:00,2023-06-27 11:44:00,9.0,Лето,Лето
11792,540.35,618,70,10,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Краснодар,Розничный,2023-06-24 18:59:00,2023-06-27 16:59:00,30.5,Лето,Лето
11995,552.56,463,70,7,Грузовик,VIP,Юридическое лицо,Электроника,Компьютеры,Казань,Краснодар,Оптовый,2023-06-24 19:34:00,2023-06-27 17:34:00,15.400000000000002,Лето,Лето
2654,1322.26,922,62,7,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-06-24 21:30:00,2023-06-27 11:30:00,0.091,Лето,Лето
8345,352.76,578,58,6,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-06-24 21:30:00,2023-06-27 07:30:00,4.199999999999999,Лето,Лето
5053,181.72,98,47,6,Морской,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Санкт-Петербург,Розничный,2023-06-24 21:31:00,2023-06-26 20:31:00,0.078,Лето,Лето
17813,984.14,501,63,6,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Екатеринбург,Розничный,2023-06-24 22:02:00,2023-06-27 13:02:00,21.0,Лето,Лето
14382,707.05,509,30,8,Грузовик,VIP,Юридическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-06-24 22:08:00,2023-06-26 04:08:00,7.84,Лето,Лето
7194,29.93,50,31,2,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Санкт-Петербург,Розничный,2023-06-24 22:32:00,2023-06-26 05:32:00,18.0,Лето,Лето
17028,912.64,821,34,4,Морской,B2C,Физическое лицо,Одежда,Унисекс,Москва,Сочи,Розничный,2023-06-25 01:26:00,2023-06-26 11:26:00,1.6,Лето,Лето
8752,373.51,490,44,4,Авиа,B2B,Физическое лицо,Одежда,Женская,Казань,Краснодар,Оптовый,2023-06-25 01:37:00,2023-06-26 21:37:00,1.32,Лето,Лето
589,1060.01,768,6,3,Авиа,B2B,Физическое лицо,Одежда,Унисекс,Казань,Владивосток,Оптовый,2023-06-25 02:59:00,2023-06-25 08:59:00,1.7999999999999998,Лето,Лето
10231,455.63,855,20,5,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-06-25 04:28:00,2023-06-26 00:28:00,15.25,Лето,Лето
13259,631.03,875,33,10,Грузовик,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Нижний Новгород,Розничный,2023-06-25 04:42:00,2023-06-26 13:42:00,22.0,Лето,Лето
1414,1154.5,864,63,9,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Калининград,Оптовый,2023-06-25 04:54:00,2023-06-27 19:54:00,8.82,Лето,Лето
1208,1132.75,973,33,7,Морской,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-06-25 05:15:00,2023-06-26 14:15:00,15.400000000000002,Лето,Лето
1143,1124.67,578,20,1,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-06-25 05:36:00,2023-06-26 01:36:00,0.013,Лето,Лето
1292,1141.39,804,16,3,Авиа,B2C,Физическое лицо,Одежда,Женская,Казань,Казань,Розничный,2023-06-25 05:42:00,2023-06-25 21:42:00,0.8999999999999999,Лето,Лето
9444,41.68,31,19,7,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Екатеринбург,Розничный,2023-06-25 06:59:00,2023-06-26 01:59:00,3.5,Лето,Лето
1081,1117.55,918,64,3,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Калининград,Розничный,2023-06-25 07:39:00,2023-06-27 23:39:00,6.6000000000000005,Лето,Лето
17051,914.85,557,38,10,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Москва,Краснодар,Розничный,2023-06-25 07:48:00,2023-06-26 21:48:00,6.0,Лето,Лето
348,1034.9,786,60,9,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Краснодар,Розничный,2023-06-25 08:48:00,2023-06-27 20:48:00,0.1169999999999999,Лето,Лето
5510,198.1,282,10,5,Авиа,B2C,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Владивосток,Розничный,2023-06-25 10:27:00,2023-06-25 20:27:00,3.5,Лето,Лето
12210,567.64,825,6,5,Грузовик,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Краснодар,Розничный,2023-06-25 10:30:00,2023-06-25 16:30:00,15.25,Лето,Лето
11637,532.28,910,13,1,Грузовик,VIP,Физическое лицо,Электроника,Аксессуары,Новосибирск,Москва,Розничный,2023-06-25 10:41:00,2023-06-25 23:41:00,0.25,Лето,Лето
1182,113.83,74,7,4,Авиа,B2C,Юридическое лицо,Одежда,Женская,Казань,Калининград,Оптовый,2023-06-25 11:04:00,2023-06-25 18:04:00,2.4,Лето,Лето
16988,91.25,177,4,1,Авиа,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-06-25 11:37:00,2023-06-25 15:37:00,0.98,Лето,Лето
4721,1716.88,980,55,9,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-25 12:09:00,2023-06-27 19:09:00,2.25,Лето,Лето
1255,114.1,208,13,9,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-06-25 12:38:00,2023-06-26 01:38:00,19.8,Лето,Лето
8739,372.89,218,45,1,Морской,B2C,Физическое лицо,Одежда,Женская,Сочи,Сочи,Розничный,2023-06-25 13:38:00,2023-06-27 10:38:00,0.6,Лето,Лето
8261,348.77,240,11,2,Грузовик,B2B,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Санкт-Петербург,Розничный,2023-06-25 14:53:00,2023-06-26 01:53:00,10.0,Лето,Лето
15862,816.45,455,30,4,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Краснодар,Розничный,2023-06-25 15:57:00,2023-06-26 21:57:00,8.8,Лето,Лето
4106,1576.64,927,2,10,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-06-25 16:10:00,2023-06-25 18:10:00,35.0,Лето,Лето
3148,140.16,236,24,5,Авиа,B2C,Юридическое лицо,Одежда,Унисекс,Сочи,Сочи,Розничный,2023-06-25 16:17:00,2023-06-26 16:17:00,0.8999999999999999,Лето,Лето
12097,56.7,40,13,4,ЖД,B2B,Физическое лицо,Электроника,Мобильные устройства,Москва,Краснодар,Розничный,2023-06-25 17:42:00,2023-06-26 06:42:00,2.0,Лето,Лето
10109,448.52,392,1,4,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Казань,Розничный,2023-06-25 18:25:00,2023-06-25 19:25:00,1.6,Лето,Лето
2561,131.46,68,37,9,Грузовик,B2C,Физическое лицо,Одежда,Женская,Казань,Краснодар,Оптовый,2023-06-25 19:16:00,2023-06-27 08:16:00,2.7,Лето,Лето
14494,714.75,362,68,6,Морской,B2C,Физическое лицо,Одежда,Женская,Москва,Калининград,Розничный,2023-06-25 20:04:00,2023-06-28 16:04:00,3.6,Лето,Лето
2430,1291.73,880,17,10,Грузовик,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Владивосток,Розничный,2023-06-25 21:13:00,2023-06-26 14:13:00,50.0,Лето,Лето
12671,596.93,347,32,1,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Москва,Розничный,2023-06-25 22:21:00,2023-06-27 06:21:00,0.25,Лето,Лето
2864,1355.31,703,56,8,Грузовик,B2C,Физическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-06-25 22:27:00,2023-06-28 06:27:00,4.8,Лето,Лето
14658,727.37,953,19,4,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Сочи,Розничный,2023-06-25 22:57:00,2023-06-26 17:57:00,20.0,Лето,Лето
7424,301.98,456,18,6,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Краснодар,Розничный,2023-06-25 23:11:00,2023-06-26 17:11:00,13.2,Лето,Лето
7666,316.96,405,51,6,Авиа,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Оптовый,2023-06-26 01:15:00,2023-06-28 04:15:00,30.0,Лето,Лето
1948,1224.62,989,10,10,Морской,B2C,Физическое лицо,Одежда,Мужская,Казань,Сочи,Оптовый,2023-06-26 01:17:00,2023-06-26 11:17:00,7.0,Лето,Лето
13215,628.16,680,41,7,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Казань,Розничный,2023-06-26 02:22:00,2023-06-27 19:22:00,35.0,Лето,Лето
10320,460.3,737,65,10,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Владивосток,Розничный,2023-06-26 02:37:00,2023-06-28 19:37:00,30.5,Лето,Лето
3813,1518.55,893,41,5,Морской,B2C,Физическое лицо,Одежда,Унисекс,Москва,Екатеринбург,Розничный,2023-06-26 02:42:00,2023-06-27 19:42:00,0.8999999999999999,Лето,Лето
1919,1220.44,760,11,6,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Владивосток,Розничный,2023-06-26 02:53:00,2023-06-26 13:53:00,60.0,Лето,Лето
8403,356.44,569,19,5,Грузовик,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Сочи,Розничный,2023-06-26 03:23:00,2023-06-26 22:23:00,131.5,Лето,Лето
6227,236.43,205,46,3,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Москва,Розничный,2023-06-26 03:34:00,2023-06-28 01:34:00,0.54,Лето,Лето
15719,805.82,814,30,2,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Москва,Розничный,2023-06-26 03:35:00,2023-06-27 09:35:00,10.0,Лето,Лето
5731,21.22,14,30,6,Авиа,B2C,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Новосибирск,Розничный,2023-06-26 03:39:00,2023-06-27 09:39:00,1.7999999999999998,Лето,Лето
16211,843.53,547,50,9,ЖД,B2B,Физическое лицо,Одежда,Женская,Сочи,Нижний Новгород,Розничный,2023-06-26 04:03:00,2023-06-28 06:03:00,5.4,Лето,Лето
6716,262.89,470,5,10,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Екатеринбург,Розничный,2023-06-26 04:19:00,2023-06-26 09:19:00,22.0,Лето,Лето
1901,1219.52,889,35,10,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-06-26 05:09:00,2023-06-27 16:09:00,35.0,Лето,Лето
14595,722.38,678,22,4,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-26 05:22:00,2023-06-27 03:22:00,0.72,Лето,Лето
12471,583.21,300,15,4,ЖД,B2C,Физическое лицо,Одежда,Мужская,Нижний Новгород,Краснодар,Розничный,2023-06-26 05:31:00,2023-06-26 20:31:00,2.0,Лето,Лето
8732,372.72,464,11,7,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Калининград,Оптовый,2023-06-26 06:21:00,2023-06-26 17:21:00,0.091,Лето,Лето
2727,1331.96,934,56,6,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Нижний Новгород,Розничный,2023-06-26 07:18:00,2023-06-28 15:18:00,5.88,Лето,Лето
13988,68.49,46,57,6,Грузовик,VIP,Физическое лицо,Электроника,Аксессуары,Москва,Нижний Новгород,Розничный,2023-06-26 07:42:00,2023-06-28 16:42:00,0.078,Лето,Лето
16628,878.89,514,19,9,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Новосибирск,Розничный,2023-06-26 07:51:00,2023-06-27 02:51:00,4.5,Лето,Лето
9962,439.63,320,70,4,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-06-26 08:28:00,2023-06-29 06:28:00,8.8,Лето,Лето
