cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
405.16,621,17,10,Морской,VIP,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-05-06 18:10:00,2023-05-07 11:10:00,0.3,Весна,Весна
405.41,406,6,8,ЖД,B2C,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Владивосток,Розничный,2023-12-15 10:23:00,2023-12-15 16:23:00,210.4,Зима,Зима
405.65,233,69,6,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-06-09 12:25:00,2023-06-12 09:25:00,13.2,Лето,Лето
405.96,656,24,9,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-05 20:13:00,2023-02-06 20:13:00,8.82,Зима,Зима
406.27,568,62,4,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-10-16 15:56:00,2023-10-19 05:56:00,14.0,Осень,Осень
406.53,251,59,7,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-07-20 17:44:00,2023-07-23 04:44:00,0.21,Лето,Лето
407.84,399,21,6,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-09-03 02:06:00,2023-09-03 23:06:00,21.0,Осень,Осень
408.62,355,28,2,ЖД,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-10-22 13:47:00,2023-10-23 17:47:00,1.2,Осень,Осень
408.71,295,8,5,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-12-11 16:01:00,2023-12-12 00:01:00,1.5,Зима,Зима
409.1,660,49,10,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Владивосток,Розничный,2023-09-28 00:41:00,2023-09-30 01:41:00,730.0,Осень,Осень
410.14,674,34,2,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-09-28 03:07:00,2023-09-29 13:07:00,1.4,Осень,Осень
410.14,225,31,5,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-07-21 18:28:00,2023-07-23 01:28:00,45.0,Лето,Лето
410.43,615,39,2,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-06-26 17:26:00,2023-06-28 08:26:00,4.4,Лето,Лето
410.54,420,61,7,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-28 08:15:00,2023-06-30 21:15:00,490.0,Лето,Лето
412.51,224,70,10,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-09-26 19:39:00,2023-09-29 17:39:00,35.0,Осень,Осень
412.61,602,12,4,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-09-06 19:06:00,2023-09-07 07:06:00,2.4,Осень,Осень
413.91,580,39,2,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Сочи,Розничный,2023-01-17 19:43:00,2023-01-19 10:43:00,0.6,Зима,Зима
414.67,451,71,5,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Екатеринбург,Розничный,2023-10-31 02:21:00,2023-11-03 01:21:00,350.0,Осень,Осень
415.3,222,61,4,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-01-21 14:33:00,2023-01-24 03:33:00,280.0,Зима,Зима
415.33,576,47,9,Авиа,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-02-14 01:55:00,2023-02-16 00:55:00,157.5,Зима,Зима
416.57,327,26,8,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-09-18 10:12:00,2023-09-19 12:12:00,560.0,Осень,Осень
417.02,626,21,2,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-03-30 21:21:00,2023-03-31 18:21:00,1.0,Весна,Весна
417.94,726,52,10,Авиа,VIP,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-12-21 15:44:00,2023-12-23 19:44:00,700.0,Зима,Зима
42.01,41,69,2,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-10-14 10:48:00,2023-10-17 07:48:00,0.06,Осень,Осень
420.27,406,18,8,Морской,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-09-28 14:05:00,2023-09-29 08:05:00,560.0,Осень,Осень
420.86,734,5,1,Авиа,B2C,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Сочи,Розничный,2023-05-18 09:21:00,2023-05-18 14:21:00,73.0,Весна,Весна
420.86,284,25,7,ЖД,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-07-07 15:56:00,2023-07-08 16:56:00,3.5,Лето,Лето
421.32,255,31,5,ЖД,VIP,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Калининград,Розничный,2023-01-06 11:06:00,2023-01-07 18:06:00,350.0,Зима,Зима
421.49,823,58,9,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-05-17 16:29:00,2023-05-20 02:29:00,31.5,Весна,Весна
421.57,483,28,2,Морской,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Калининград,Розничный,2023-06-09 05:21:00,2023-06-10 09:21:00,52.6,Лето,Лето
422.1,286,42,7,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-07-23 18:11:00,2023-07-25 12:11:00,184.1,Лето,Лето
422.78,552,44,5,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-10-17 11:50:00,2023-10-19 07:50:00,2.5,Осень,Осень
423.99,592,7,8,Грузовик,B2B,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Казань,Розничный,2023-07-03 15:08:00,2023-07-03 22:08:00,1.36,Лето,Лето
425.73,376,17,9,Грузовик,VIP,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Москва,Розничный,2023-07-15 01:32:00,2023-07-15 18:32:00,236.7,Лето,Лето
426.08,590,56,6,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-05-12 05:20:00,2023-05-14 13:20:00,360.0,Весна,Весна
426.11,348,70,5,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Владивосток,Розничный,2023-09-28 11:11:00,2023-10-01 09:11:00,0.8999999999999999,Осень,Осень
426.45,417,70,8,Грузовик,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Новосибирск,Розничный,2023-11-04 17:04:00,2023-11-07 15:04:00,1.36,Осень,Осень
427.88,616,2,2,Грузовик,VIP,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-08-16 22:30:00,2023-08-17 00:30:00,1.2,Лето,Лето
429.52,785,47,7,Морской,VIP,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-04-29 22:43:00,2023-05-01 21:43:00,420.0,Весна,Весна
43.02,44,72,8,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-04-23 09:30:00,2023-04-26 09:30:00,140.0,Весна,Весна
43.91,28,26,8,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Калининград,Розничный,2023-08-28 00:37:00,2023-08-29 02:37:00,4.8,Лето,Лето
430.31,414,4,9,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-05-07 07:06:00,2023-05-07 11:06:00,0.1169999999999999,Весна,Весна
432.57,273,67,3,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-08-29 19:41:00,2023-09-01 14:41:00,1.5,Лето,Осень
435.88,397,45,8,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-07-06 11:26:00,2023-07-08 08:26:00,4.0,Лето,Лето
435.95,222,7,6,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-03-14 11:57:00,2023-03-14 18:57:00,420.0,Весна,Весна
436.63,441,13,4,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-01-12 12:17:00,2023-01-13 01:17:00,1.0,Зима,Зима
437.17,309,29,3,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-08-18 15:39:00,2023-08-19 20:39:00,10.5,Лето,Лето
437.18,257,5,6,ЖД,VIP,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Москва,Розничный,2023-05-04 17:43:00,2023-05-04 22:43:00,3.6,Весна,Весна
437.29,635,30,4,ЖД,B2B,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-12-19 02:46:00,2023-12-20 08:46:00,240.0,Зима,Зима
437.83,697,50,8,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-07-06 13:36:00,2023-07-08 15:36:00,80.0,Лето,Лето
438.85,277,62,5,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-11-01 08:44:00,2023-11-03 22:44:00,4.9,Осень,Осень
439.25,416,23,8,Авиа,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-12-30 14:11:00,2023-12-31 13:11:00,40.0,Зима,Зима
440.18,397,72,7,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-12-31 03:02:00,2024-01-03 03:02:00,3.5,Зима,Зима
442.03,261,14,4,Авиа,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Сочи,Розничный,2023-07-11 15:02:00,2023-07-12 05:02:00,2.0,Лето,Лето
442.73,396,7,5,Авиа,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Казань,Розничный,2023-01-02 09:51:00,2023-01-02 16:51:00,3.0,Зима,Зима
443.14,286,16,8,Морской,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Казань,Розничный,2023-09-04 04:39:00,2023-09-04 20:39:00,4.8,Осень,Осень
443.86,623,39,4,Авиа,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-07-29 15:53:00,2023-07-31 06:53:00,105.2,Лето,Лето
444.03,276,23,9,Авиа,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-10-12 22:41:00,2023-10-13 21:41:00,2.97,Осень,Осень
444.37,454,16,10,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Екатеринбург,Розничный,2023-04-03 05:07:00,2023-04-03 21:07:00,22.0,Весна,Весна
445.3,650,16,3,Грузовик,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-02-08 15:33:00,2023-02-09 07:33:00,10.5,Зима,Зима
446.39,425,12,2,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Новосибирск,Розничный,2023-04-23 18:16:00,2023-04-24 06:16:00,120.0,Весна,Весна
449.36,609,54,8,Грузовик,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-07-02 02:58:00,2023-07-04 08:58:00,4.0,Лето,Лето
449.94,266,31,3,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-10-03 07:35:00,2023-10-04 14:35:00,9.15,Осень,Осень
45.36,43,15,2,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-10-23 05:57:00,2023-10-23 20:57:00,0.34,Осень,Осень
45.61,70,63,7,ЖД,VIP,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-02-08 19:43:00,2023-02-11 10:43:00,1.75,Зима,Зима
450.16,460,45,10,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-07-30 23:36:00,2023-08-01 20:36:00,6.0,Лето,Лето
450.28,844,32,5,Авиа,B2B,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-12-23 04:50:00,2023-12-24 12:50:00,300.0,Зима,Зима
452.05,323,29,2,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-08 16:24:00,2023-11-09 21:24:00,120.0,Осень,Осень
452.45,245,14,9,Авиа,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-03-06 23:05:00,2023-03-07 13:05:00,0.1169999999999999,Весна,Весна
452.86,403,24,2,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-04-13 15:09:00,2023-04-14 15:09:00,35.0,Весна,Весна
453.21,888,14,6,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-06-10 09:47:00,2023-06-10 23:47:00,3.6,Лето,Лето
453.41,439,47,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-10-31 01:31:00,2023-11-02 00:31:00,3.5,Осень,Осень
453.81,899,66,2,Грузовик,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-11-04 15:56:00,2023-11-07 09:56:00,0.5,Осень,Осень
454.29,791,6,5,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-11 16:13:00,2023-06-11 22:13:00,4.9,Лето,Лето
456.2,678,63,3,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-01-24 15:05:00,2023-01-27 06:05:00,6.6000000000000005,Зима,Зима
457.49,469,56,8,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-10-04 00:20:00,2023-10-06 08:20:00,2.4,Осень,Осень
458.23,277,25,5,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-01-16 06:47:00,2023-01-17 07:47:00,25.0,Зима,Зима
460.31,895,12,4,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Казань,Розничный,2023-01-25 19:34:00,2023-01-26 07:34:00,2.0,Зима,Зима
460.53,236,66,7,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Краснодар,Розничный,2023-05-21 22:37:00,2023-05-24 16:37:00,2.8000000000000003,Весна,Весна
460.86,242,68,3,ЖД,B2B,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-11-17 09:12:00,2023-11-20 05:12:00,0.75,Осень,Осень
461.3,871,69,5,Авиа,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-07-30 06:37:00,2023-08-02 03:37:00,1.65,Лето,Лето
461.69,688,61,4,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-08-07 03:58:00,2023-08-09 16:58:00,8.8,Лето,Лето
461.72,576,9,6,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Владивосток,Розничный,2023-01-12 17:14:00,2023-01-13 02:14:00,1.02,Зима,Зима
462.28,296,69,7,Морской,B2C,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Сочи,Розничный,2023-11-05 12:08:00,2023-11-08 09:08:00,511.0,Осень,Осень
462.43,855,36,10,Авиа,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-05-24 04:08:00,2023-05-25 16:08:00,3.3000000000000003,Весна,Весна
463.46,255,34,3,Авиа,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-05-04 01:13:00,2023-05-05 11:13:00,0.8999999999999999,Весна,Весна
466.25,783,27,9,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-07-22 16:30:00,2023-07-23 19:30:00,8.82,Лето,Лето
466.38,594,9,4,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-10-13 04:25:00,2023-10-13 13:25:00,0.052,Осень,Осень
468.35,314,34,2,Морской,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Владивосток,Розничный,2023-03-05 00:49:00,2023-03-06 10:49:00,0.34,Весна,Весна
468.52,754,13,3,Морской,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-03-30 14:10:00,2023-03-31 03:10:00,0.54,Весна,Весна
47.02,51,24,9,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-12-20 00:28:00,2023-12-21 00:28:00,157.5,Зима,Зима
47.24,39,4,10,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-01-19 01:35:00,2023-01-19 05:35:00,22.0,Зима,Зима
471.55,618,18,5,Авиа,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-03-05 07:48:00,2023-03-06 01:48:00,0.065,Весна,Весна
472.35,492,29,1,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-12-12 00:37:00,2023-12-13 05:37:00,2.2,Зима,Зима
472.48,799,8,1,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-06-30 13:52:00,2023-06-30 21:52:00,0.25,Лето,Лето
472.82,453,67,8,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-06-30 02:49:00,2023-07-02 21:49:00,80.0,Лето,Лето
474.34,770,22,9,ЖД,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-04-23 22:41:00,2023-04-24 20:41:00,0.27,Весна,Весна
475.12,711,44,6,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-08-04 13:46:00,2023-08-06 09:46:00,30.0,Лето,Лето
476.15,305,37,4,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-05-11 08:46:00,2023-05-12 21:46:00,20.0,Весна,Весна
476.8,709,18,6,ЖД,B2B,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-09-24 17:58:00,2023-09-25 11:58:00,1.7999999999999998,Осень,Осень
478.06,724,25,7,Авиа,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Сочи,Розничный,2023-07-28 01:45:00,2023-07-29 02:45:00,184.1,Лето,Лето
478.11,586,64,1,Морской,B2B,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-11-09 14:39:00,2023-11-12 06:39:00,0.25,Осень,Осень
478.77,309,71,8,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-04-24 07:11:00,2023-04-27 06:11:00,0.24,Весна,Весна
479.63,243,42,6,Авиа,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Сочи,Розничный,2023-03-12 14:33:00,2023-03-14 08:33:00,438.0,Весна,Весна
48.63,25,33,3,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-02-21 15:42:00,2023-02-23 00:42:00,1.7999999999999998,Зима,Зима
48.72,67,45,7,Авиа,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Новосибирск,Розничный,2023-02-22 09:58:00,2023-02-24 06:58:00,3.5,Зима,Зима
48.73,27,71,6,Авиа,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-12-22 20:49:00,2023-12-25 19:49:00,1.5,Зима,Зима
480.19,744,50,5,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-05-17 00:40:00,2023-05-19 02:40:00,17.5,Весна,Весна
482.38,549,38,7,Морской,B2B,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Калининград,Розничный,2023-10-26 08:45:00,2023-10-27 22:45:00,1.26,Осень,Осень
483.37,514,44,8,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-08-23 17:26:00,2023-08-25 13:26:00,28.0,Лето,Лето
484.74,686,43,7,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Сочи,Розничный,2023-12-18 01:04:00,2023-12-19 20:04:00,35.0,Зима,Зима
484.75,602,49,3,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Москва,Розничный,2023-02-24 20:44:00,2023-02-26 21:44:00,180.0,Зима,Зима
484.79,641,5,9,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-08-09 03:48:00,2023-08-09 08:48:00,81.0,Лето,Лето
485.23,424,36,3,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Новосибирск,Розничный,2023-02-19 02:50:00,2023-02-20 14:50:00,180.0,Зима,Зима
485.27,461,65,5,Морской,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-03-31 13:54:00,2023-04-03 06:54:00,11.0,Весна,Весна
486.32,906,18,1,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Калининград,Розничный,2023-05-02 02:18:00,2023-05-02 20:18:00,10.0,Весна,Весна
486.45,256,41,6,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Нижний Новгород,Розничный,2023-08-16 01:05:00,2023-08-17 18:05:00,1.02,Лето,Лето
488.48,307,10,9,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-12-28 23:52:00,2023-12-29 09:52:00,657.0,Зима,Зима
488.54,379,2,2,Грузовик,B2B,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Краснодар,Розничный,2023-08-08 00:11:00,2023-08-08 02:11:00,120.0,Лето,Лето
488.92,301,65,5,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-05-21 05:05:00,2023-05-23 22:05:00,17.5,Весна,Весна
488.96,286,30,2,Грузовик,B2B,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-11-09 23:41:00,2023-11-11 05:41:00,0.06,Осень,Осень
489.56,310,5,10,ЖД,B2B,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-10-09 20:39:00,2023-10-10 01:39:00,1.7000000000000002,Осень,Осень
489.66,283,30,7,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-05-09 18:34:00,2023-05-11 00:34:00,184.1,Весна,Весна
489.77,598,20,4,Грузовик,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-11-15 17:09:00,2023-11-16 13:09:00,2.0,Осень,Осень
491.88,652,3,7,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-08-31 02:48:00,2023-08-31 05:48:00,2.1,Лето,Лето
491.98,450,68,8,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-12-19 19:13:00,2023-12-22 15:13:00,2.4,Зима,Зима
492.44,352,25,6,Авиа,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-09-13 23:21:00,2023-09-15 00:21:00,13.2,Осень,Осень
492.55,288,72,9,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Казань,Розничный,2023-06-27 07:21:00,2023-06-30 07:21:00,2.7,Лето,Лето
492.95,778,63,6,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-10-18 12:22:00,2023-10-21 03:22:00,54.0,Осень,Осень
495.95,523,39,2,Морской,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Калининград,Розничный,2023-06-23 00:23:00,2023-06-24 15:23:00,1.4,Лето,Лето
496.03,478,19,3,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-14 20:24:00,2023-12-15 15:24:00,210.0,Зима,Зима
496.17,387,31,4,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-06-03 23:27:00,2023-06-05 06:27:00,0.052,Лето,Лето
496.58,607,10,5,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-08-19 01:53:00,2023-08-19 11:53:00,45.0,Лето,Лето
497.91,512,28,7,Морской,B2B,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Казань,Розничный,2023-05-26 12:45:00,2023-05-27 16:45:00,1.26,Весна,Весна
498.92,345,70,2,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-10-03 20:46:00,2023-10-06 18:46:00,35.0,Осень,Осень
50.21,82,28,1,Авиа,B2B,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Калининград,Розничный,2023-07-28 09:34:00,2023-07-29 13:34:00,73.0,Лето,Лето
50.22,31,45,2,ЖД,VIP,Физическое лицо,Одежда,Женская,Санкт-Петербург,Сочи,Розничный,2023-11-09 13:59:00,2023-11-11 10:59:00,0.6,Осень,Осень
50.61,54,13,1,Грузовик,B2B,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Калининград,Розничный,2023-01-17 12:21:00,2023-01-18 01:21:00,10.0,Зима,Зима
500.12,255,33,6,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-04-14 13:09:00,2023-04-15 22:09:00,1.5,Весна,Весна
500.42,258,10,4,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-01-24 03:11:00,2023-01-24 13:11:00,12.2,Зима,Зима
