,cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
4386,95.59,56,52,3,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Розничный,2023-08-10 08:20:00,2023-08-12 12:20:00,6.6000000000000005,Лето,Лето
1249,1795.46,901,18,3,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Краснодар,Розничный,2023-08-10 08:38:00,2023-08-11 02:38:00,6.6000000000000005,Лето,Лето
1433,21.2,38,23,3,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Казань,Розничный,2023-08-10 09:02:00,2023-08-11 08:02:00,1.7999999999999998,Лето,Лето
1183,1716.27,864,27,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-08-10 09:54:00,2023-08-11 12:54:00,6.1,Лето,Лето
754,1387.1,743,65,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Казань,Розничный,2023-08-10 12:23:00,2023-08-13 05:23:00,9.15,Лето,Лето
1209,1749.17,941,20,3,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Оптовый,2023-08-10 19:00:00,2023-08-11 15:00:00,30.0,Лето,Лето
2476,437.84,525,11,7,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Новосибирск,Розничный,2023-08-10 19:34:00,2023-08-11 06:34:00,4.2,Лето,Лето
4379,949.17,484,64,3,B2C,Физическое лицо,Одежда,Мужская,Казань,Новосибирск,Оптовый,2023-08-10 22:46:00,2023-08-13 14:46:00,0.8999999999999999,Лето,Лето
891,1476.97,868,4,4,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Владивосток,Розничный,2023-08-11 01:38:00,2023-08-11 05:38:00,0.052,Лето,Лето
2842,521.61,263,25,5,B2B,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Калининград,Розничный,2023-08-11 02:57:00,2023-08-12 03:57:00,3.5,Лето,Лето
2545,455.95,591,23,10,VIP,Юридическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-08-11 07:15:00,2023-08-12 06:15:00,22.0,Лето,Лето
2232,386.88,260,14,2,B2C,Физическое лицо,Одежда,Женская,Казань,Екатеринбург,Розничный,2023-08-11 08:49:00,2023-08-11 22:49:00,1.2,Лето,Лето
440,1202.43,653,72,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-08-11 18:10:00,2023-08-14 18:10:00,105.0,Лето,Лето
4233,897.7,905,23,2,B2C,Юридическое лицо,Одежда,Унисекс,Нижний Новгород,Владивосток,Розничный,2023-08-11 18:14:00,2023-08-12 17:14:00,0.36,Лето,Лето
1563,24.5,23,66,5,VIP,Физическое лицо,Электроника,Аксессуары,Новосибирск,Краснодар,Розничный,2023-08-11 21:26:00,2023-08-14 15:26:00,0.065,Лето,Лето
2694,49.58,44,72,9,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Нижний Новгород,Розничный,2023-08-11 21:45:00,2023-08-14 21:45:00,2.25,Лето,Лето
1722,274.74,203,2,6,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-08-11 22:39:00,2023-08-12 00:39:00,1.5,Лето,Лето
668,1324.04,909,53,4,B2C,Юридическое лицо,Электроника,Компьютеры,Москва,Нижний Новгород,Розничный,2023-08-11 23:16:00,2023-08-14 04:16:00,20.0,Лето,Лето
2681,488.4,296,20,1,B2B,Физическое лицо,Одежда,Мужская,Казань,Краснодар,Оптовый,2023-08-11 23:45:00,2023-08-12 19:45:00,0.3,Лето,Лето
1968,331.05,336,62,5,B2C,Юридическое лицо,Электроника,Аксессуары,Казань,Сочи,Оптовый,2023-08-12 01:01:00,2023-08-14 15:01:00,0.065,Лето,Лето
3758,755.18,867,53,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Москва,Оптовый,2023-08-12 02:56:00,2023-08-14 07:56:00,35.0,Лето,Лето
2895,531.64,955,3,7,B2C,Юридическое лицо,Одежда,Мужская,Москва,Владивосток,Розничный,2023-08-12 04:57:00,2023-08-12 07:57:00,4.9,Лето,Лето
1969,331.42,317,3,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-08-12 09:10:00,2023-08-12 12:10:00,17.5,Лето,Лето
1988,333.99,260,28,2,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Краснодар,Розничный,2023-08-12 12:42:00,2023-08-13 16:42:00,1.2,Лето,Лето
3651,724.37,808,71,5,B2B,Физическое лицо,Одежда,Унисекс,Сочи,Краснодар,Розничный,2023-08-12 17:44:00,2023-08-15 16:44:00,2.0,Лето,Лето
1211,175.21,201,6,7,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Розничный,2023-08-12 19:14:00,2023-08-13 01:14:00,15.400000000000002,Лето,Лето
438,1201.77,952,46,10,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Москва,Розничный,2023-08-12 19:44:00,2023-08-14 17:44:00,0.13,Лето,Лето
3506,681.42,424,6,2,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Оптовый,2023-08-12 22:44:00,2023-08-13 04:44:00,4.4,Лето,Лето
3283,626.53,569,8,9,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Калининград,Розничный,2023-08-13 01:53:00,2023-08-13 09:53:00,19.8,Лето,Лето
4011,833.44,433,61,5,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Калининград,Оптовый,2023-08-13 03:21:00,2023-08-15 16:21:00,11.0,Лето,Лето
100,1043.57,614,49,6,VIP,Физическое лицо,Одежда,Унисекс,Казань,Нижний Новгород,Розничный,2023-08-13 06:35:00,2023-08-15 07:35:00,2.4000000000000004,Лето,Лето
2613,470.24,571,3,2,B2C,Юридическое лицо,Спорттовары,Тренажеры,Москва,Владивосток,Розничный,2023-08-13 09:21:00,2023-08-13 12:21:00,52.6,Лето,Лето
256,111.14,201,7,4,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Санкт-Петербург,Розничный,2023-08-13 09:50:00,2023-08-13 16:50:00,20.0,Лето,Лето
854,1449.92,931,21,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-08-13 13:53:00,2023-08-14 10:53:00,52.6,Лето,Лето
3238,614.19,422,3,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Оптовый,2023-08-13 14:27:00,2023-08-13 17:27:00,31.5,Лето,Лето
191,1080.95,552,44,10,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Калининград,Розничный,2023-08-13 15:50:00,2023-08-15 11:50:00,2.5,Лето,Лето
773,1399.72,857,25,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Екатеринбург,Розничный,2023-08-13 15:55:00,2023-08-14 16:55:00,0.34,Лето,Лето
2247,388.92,514,59,1,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Екатеринбург,Розничный,2023-08-13 22:04:00,2023-08-16 09:04:00,2.2,Лето,Лето
3075,575.55,433,18,6,B2C,Юридическое лицо,Электроника,Аксессуары,Нижний Новгород,Сочи,Розничный,2023-08-14 04:47:00,2023-08-14 22:47:00,0.078,Лето,Лето
1824,30.4,24,68,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-08-14 09:15:00,2023-08-17 05:15:00,9.8,Лето,Лето
1499,224.61,130,22,10,VIP,Физическое лицо,Одежда,Женская,Казань,Новосибирск,Оптовый,2023-08-14 10:19:00,2023-08-15 08:19:00,3.0,Лето,Лето
2070,351.62,187,65,6,B2B,Физическое лицо,Одежда,Мужская,Москва,Екатеринбург,Розничный,2023-08-14 11:36:00,2023-08-17 04:36:00,4.199999999999999,Лето,Лето
2628,475.07,338,57,1,B2B,Физическое лицо,Одежда,Женская,Казань,Калининград,Розничный,2023-08-14 21:15:00,2023-08-17 06:15:00,0.6,Лето,Лето
444,1203.36,694,35,1,B2C,Юридическое лицо,Электроника,Мобильные устройства,Казань,Санкт-Петербург,Оптовый,2023-08-15 05:13:00,2023-08-16 16:13:00,0.17,Лето,Лето
1283,183.0,173,5,4,B2B,Юридическое лицо,Бытовая техника,Малая техника,Москва,Москва,Розничный,2023-08-15 15:13:00,2023-08-15 20:13:00,70.0,Лето,Лето
3595,709.33,492,44,10,B2C,Юридическое лицо,Электроника,Мобильные устройства,Казань,Екатеринбург,Оптовый,2023-08-15 16:21:00,2023-08-17 12:21:00,5.0,Лето,Лето
142,1061.36,858,25,7,B2B,Физическое лицо,Одежда,Унисекс,Москва,Казань,Розничный,2023-08-15 19:41:00,2023-08-16 20:41:00,4.2,Лето,Лето
655,1318.19,885,66,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-08-15 21:39:00,2023-08-18 15:39:00,14.0,Лето,Лето
1835,301.94,394,19,4,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Розничный,2023-08-15 23:45:00,2023-08-16 18:45:00,40.0,Лето,Лето
380,117.96,122,12,7,B2C,Юридическое лицо,Одежда,Унисекс,Сочи,Новосибирск,Розничный,2023-08-15 23:52:00,2023-08-16 11:52:00,4.2,Лето,Лето
1529,231.03,289,65,9,B2B,Физическое лицо,Электроника,Аксессуары,Москва,Нижний Новгород,Розничный,2023-08-15 23:56:00,2023-08-18 16:56:00,0.1169999999999999,Лето,Лето
3125,588.19,597,8,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Нижний Новгород,Розничный,2023-08-16 11:15:00,2023-08-16 19:15:00,146.0,Лето,Лето
292,1129.02,578,41,5,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Сочи,Розничный,2023-08-16 12:07:00,2023-08-18 05:07:00,87.5,Лето,Лето
4415,962.03,530,37,1,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Санкт-Петербург,Розничный,2023-08-16 14:44:00,2023-08-18 03:44:00,2.2,Лето,Лето
140,1061.12,630,30,7,B2C,Юридическое лицо,Бытовая техника,Малая техника,Новосибирск,Москва,Розничный,2023-08-16 15:05:00,2023-08-17 21:05:00,122.5,Лето,Лето
385,1171.79,998,66,8,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Санкт-Петербург,Розничный,2023-08-16 15:07:00,2023-08-19 09:07:00,3.2,Лето,Лето
2870,527.71,356,6,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-08-16 17:56:00,2023-08-16 23:56:00,27.45,Лето,Лето
3894,796.87,504,60,4,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-08-16 21:26:00,2023-08-19 09:26:00,0.052,Лето,Лето
4254,905.95,522,12,5,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-08-17 04:51:00,2023-08-17 16:51:00,25.0,Лето,Лето
588,128.2,92,32,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Владивосток,Розничный,2023-08-17 07:07:00,2023-08-18 15:07:00,14.0,Лето,Лето
3053,569.21,438,15,4,B2B,Физическое лицо,Одежда,Мужская,Москва,Калининград,Розничный,2023-08-17 08:50:00,2023-08-17 23:50:00,2.0,Лето,Лето
3661,726.02,799,19,2,B2B,Физическое лицо,Одежда,Унисекс,Новосибирск,Санкт-Петербург,Розничный,2023-08-17 09:39:00,2023-08-18 04:39:00,0.36,Лето,Лето
2117,363.13,302,70,3,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Екатеринбург,Розничный,2023-08-17 12:43:00,2023-08-20 10:43:00,15.0,Лето,Лето
3540,691.55,848,38,6,B2B,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Санкт-Петербург,Розничный,2023-08-17 13:22:00,2023-08-19 03:22:00,3.6,Лето,Лето
2766,504.96,461,11,7,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Краснодар,Розничный,2023-08-17 14:45:00,2023-08-18 01:45:00,4.9,Лето,Лето
1822,3.82,7,50,7,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Москва,Оптовый,2023-08-17 20:50:00,2023-08-19 22:50:00,4.2,Лето,Лето
1361,192.71,181,6,2,B2C,Физическое лицо,Одежда,Женская,Москва,Нижний Новгород,Розничный,2023-08-17 22:12:00,2023-08-18 04:12:00,0.6,Лето,Лето
445,1204.02,966,11,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Краснодар,Розничный,2023-08-17 23:17:00,2023-08-18 10:17:00,140.0,Лето,Лето
3278,624.22,396,30,8,VIP,Физическое лицо,Электроника,Компьютеры,Казань,Владивосток,Оптовый,2023-08-18 01:49:00,2023-08-19 07:49:00,17.6,Лето,Лето
2209,382.07,380,37,6,B2C,Юридическое лицо,Электроника,Мобильные устройства,Казань,Казань,Оптовый,2023-08-18 03:03:00,2023-08-19 16:03:00,3.0,Лето,Лето
3880,792.9,758,7,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Розничный,2023-08-18 06:21:00,2023-08-18 13:21:00,10.5,Лето,Лето
1860,309.52,413,34,3,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Сочи,Розничный,2023-08-18 10:10:00,2023-08-19 20:10:00,0.8999999999999999,Лето,Лето
2085,354.55,283,32,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Оптовый,2023-08-18 11:13:00,2023-08-19 19:13:00,81.0,Лето,Лето
4010,833.41,555,42,2,B2C,Физическое лицо,Одежда,Женская,Сочи,Нижний Новгород,Розничный,2023-08-18 11:36:00,2023-08-20 05:36:00,0.6,Лето,Лето
1832,301.28,411,52,2,B2C,Физическое лицо,Одежда,Унисекс,Москва,Санкт-Петербург,Розничный,2023-08-18 16:35:00,2023-08-20 20:35:00,0.8,Лето,Лето
2966,548.31,450,14,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Санкт-Петербург,Розничный,2023-08-18 16:45:00,2023-08-19 06:45:00,140.0,Лето,Лето
1217,1752.85,982,13,5,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Калининград,Оптовый,2023-08-18 19:57:00,2023-08-19 08:57:00,87.5,Лето,Лето
4209,89.25,151,37,8,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Нижний Новгород,Розничный,2023-08-18 22:09:00,2023-08-20 11:09:00,4.0,Лето,Лето
337,1148.5,809,69,3,VIP,Физическое лицо,Электроника,Мобильные устройства,Казань,Казань,Оптовый,2023-08-19 00:49:00,2023-08-21 21:49:00,0.51,Лето,Лето
3022,560.69,530,44,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Оптовый,2023-08-19 02:32:00,2023-08-20 22:32:00,54.0,Лето,Лето
546,1259.75,843,58,8,VIP,Физическое лицо,Одежда,Унисекс,Сочи,Москва,Розничный,2023-08-19 03:27:00,2023-08-21 13:27:00,1.44,Лето,Лето
2246,388.52,381,61,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Новосибирск,Розничный,2023-08-19 03:39:00,2023-08-21 16:39:00,1.25,Лето,Лето
2012,34.39,65,64,4,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Оптовый,2023-08-19 07:40:00,2023-08-21 23:40:00,1.0,Лето,Лето
1173,1702.41,889,22,2,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Калининград,Розничный,2023-08-19 07:52:00,2023-08-20 05:52:00,0.026,Лето,Лето
1655,261.46,262,29,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Москва,Оптовый,2023-08-19 10:48:00,2023-08-20 15:48:00,122.5,Лето,Лето
1514,227.52,306,25,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-08-19 10:50:00,2023-08-20 11:50:00,35.0,Лето,Лето
4084,850.06,433,26,9,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Сочи,Розничный,2023-08-19 11:06:00,2023-08-20 13:06:00,2.97,Лето,Лето
774,1399.98,923,6,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Сочи,Оптовый,2023-08-19 13:42:00,2023-08-19 19:42:00,0.51,Лето,Лето
4374,947.0,880,10,4,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-08-19 14:34:00,2023-08-20 00:34:00,40.0,Лето,Лето
2320,404.86,603,68,8,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Краснодар,Розничный,2023-08-19 17:53:00,2023-08-22 13:53:00,4.8,Лето,Лето
613,1295.02,858,38,4,B2C,Юридическое лицо,Одежда,Мужская,Сочи,Москва,Розничный,2023-08-19 17:59:00,2023-08-21 07:59:00,2.8,Лето,Лето
2158,372.65,373,44,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Санкт-Петербург,Розничный,2023-08-19 18:38:00,2023-08-21 14:38:00,70.0,Лето,Лето
2259,39.69,24,5,1,B2C,Юридическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-08-19 19:24:00,2023-08-20 00:24:00,0.3,Лето,Лето
500,1231.5,984,68,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Сочи,Розничный,2023-08-19 19:55:00,2023-08-22 15:55:00,1.25,Лето,Лето
3875,791.32,597,42,7,B2C,Юридическое лицо,Одежда,Мужская,Москва,Калининград,Розничный,2023-08-19 20:03:00,2023-08-21 14:03:00,2.1,Лето,Лето
4400,954.97,657,11,9,B2B,Физическое лицо,Одежда,Унисекс,Сочи,Владивосток,Розничный,2023-08-19 21:07:00,2023-08-20 08:07:00,3.6,Лето,Лето
3618,713.6,713,33,1,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Казань,Оптовый,2023-08-19 22:09:00,2023-08-21 07:09:00,0.25,Лето,Лето
1632,256.8,162,58,9,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-08-20 02:05:00,2023-08-22 12:05:00,8.82,Лето,Лето
1239,178.56,99,43,2,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Калининград,Розничный,2023-08-20 03:29:00,2023-08-21 22:29:00,0.8,Лето,Лето
788,1403.67,710,25,5,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-08-20 04:12:00,2023-08-21 05:12:00,11.0,Лето,Лето
763,139.68,137,18,6,B2C,Юридическое лицо,Электроника,Мобильные устройства,Новосибирск,Калининград,Розничный,2023-08-20 04:49:00,2023-08-20 22:49:00,1.02,Лето,Лето
1479,219.72,180,63,4,VIP,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-08-20 05:17:00,2023-08-22 20:17:00,20.0,Лето,Лето
3537,690.06,751,22,1,B2C,Физическое лицо,Одежда,Мужская,Казань,Казань,Оптовый,2023-08-20 09:55:00,2023-08-21 07:55:00,0.7,Лето,Лето
821,1424.24,795,42,9,VIP,Физическое лицо,Электроника,Мобильные устройства,Москва,Москва,Розничный,2023-08-20 11:17:00,2023-08-22 05:17:00,4.5,Лето,Лето
3514,683.77,420,7,9,B2C,Физическое лицо,Одежда,Мужская,Москва,Екатеринбург,Розничный,2023-08-20 11:42:00,2023-08-20 18:42:00,2.7,Лето,Лето
659,132.71,217,70,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-08-20 12:43:00,2023-08-23 10:43:00,35.0,Лето,Лето
4014,834.55,866,28,6,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Калининград,Розничный,2023-08-20 13:41:00,2023-08-21 17:41:00,3.6,Лето,Лето
3176,60.58,33,52,10,B2B,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Краснодар,Розничный,2023-08-20 14:13:00,2023-08-22 18:13:00,22.0,Лето,Лето
704,135.19,78,54,10,B2C,Физическое лицо,Одежда,Женская,Сочи,Сочи,Розничный,2023-08-20 16:14:00,2023-08-22 22:14:00,3.3000000000000003,Лето,Лето
471,1216.91,700,6,2,VIP,Физическое лицо,Бытовая техника,Крупная техника,Москва,Краснодар,Розничный,2023-08-20 20:19:00,2023-08-21 02:19:00,140.0,Лето,Лето
3963,818.31,940,33,3,VIP,Физическое лицо,Электроника,Компьютеры,Новосибирск,Казань,Розничный,2023-08-20 20:55:00,2023-08-22 05:55:00,6.6000000000000005,Лето,Лето
1946,327.75,387,12,1,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Краснодар,Розничный,2023-08-21 01:24:00,2023-08-21 13:24:00,10.0,Лето,Лето
1636,257.06,181,33,8,B2C,Физическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-08-21 03:04:00,2023-08-22 12:04:00,1.44,Лето,Лето
3984,824.77,492,17,3,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Москва,Розничный,2023-08-21 03:41:00,2023-08-21 20:41:00,0.51,Лето,Лето
848,1446.47,1000,6,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-08-21 06:35:00,2023-08-21 12:35:00,12.2,Лето,Лето
4373,946.95,670,29,8,VIP,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Санкт-Петербург,Розничный,2023-08-21 06:56:00,2023-08-22 11:56:00,140.0,Лето,Лето
4250,902.48,740,15,5,B2C,Физическое лицо,Одежда,Унисекс,Москва,Нижний Новгород,Розничный,2023-08-21 10:35:00,2023-08-22 01:35:00,2.0,Лето,Лето
2378,417.4,297,71,5,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Москва,Оптовый,2023-08-21 12:48:00,2023-08-24 11:48:00,4.9,Лето,Лето
3893,795.89,778,52,5,B2B,Физическое лицо,Одежда,Унисекс,Сочи,Краснодар,Розничный,2023-08-21 13:23:00,2023-08-23 17:23:00,3.0,Лето,Лето
1091,1611.4,966,68,5,VIP,Физическое лицо,Одежда,Унисекс,Казань,Москва,Оптовый,2023-08-21 14:04:00,2023-08-24 10:04:00,2.0,Лето,Лето
1313,1866.2,977,13,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-08-21 22:52:00,2023-08-22 11:52:00,3.92,Лето,Лето
3064,571.99,897,62,5,B2C,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Новосибирск,Розничный,2023-08-21 23:29:00,2023-08-24 13:29:00,2.5,Лето,Лето
4048,840.59,707,5,3,VIP,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Москва,Розничный,2023-08-22 00:07:00,2023-08-22 05:07:00,0.75,Лето,Лето
1107,1622.85,964,21,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Санкт-Петербург,Розничный,2023-08-22 00:19:00,2023-08-22 21:19:00,15.25,Лето,Лето
871,146.43,117,65,6,B2B,Физическое лицо,Одежда,Мужская,Нижний Новгород,Сочи,Розничный,2023-08-22 01:37:00,2023-08-24 18:37:00,1.7999999999999998,Лето,Лето
4248,901.14,485,64,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-08-22 02:13:00,2023-08-24 18:13:00,81.0,Лето,Лето
4344,938.8,589,72,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Краснодар,Оптовый,2023-08-22 06:57:00,2023-08-25 06:57:00,8.82,Лето,Лето
1607,251.88,334,12,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Нижний Новгород,Розничный,2023-08-22 09:15:00,2023-08-22 21:15:00,24.4,Лето,Лето
4007,832.86,749,45,9,B2C,Физическое лицо,Одежда,Унисекс,Казань,Казань,Оптовый,2023-08-22 14:39:00,2023-08-24 11:39:00,1.62,Лето,Лето
1326,188.55,111,72,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Санкт-Петербург,Оптовый,2023-08-22 15:16:00,2023-08-25 15:16:00,3.0,Лето,Лето
2841,521.04,576,8,9,B2B,Физическое лицо,Одежда,Унисекс,Москва,Владивосток,Розничный,2023-08-22 16:17:00,2023-08-23 00:17:00,5.4,Лето,Лето
1535,232.04,187,63,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Краснодар,Оптовый,2023-08-22 16:51:00,2023-08-25 07:51:00,14.0,Лето,Лето
302,1131.95,803,67,2,B2B,Юридическое лицо,Спорттовары,Тренажеры,Казань,Москва,Оптовый,2023-08-23 00:14:00,2023-08-25 19:14:00,52.6,Лето,Лето
1862,309.81,356,32,4,B2C,Физическое лицо,Одежда,Мужская,Сочи,Калининград,Розничный,2023-08-23 01:49:00,2023-08-24 09:49:00,2.0,Лето,Лето
4183,88.07,145,41,4,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Краснодар,Розничный,2023-08-23 03:32:00,2023-08-24 20:32:00,70.0,Лето,Лето
900,1485.69,942,49,10,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Оптовый,2023-08-23 06:39:00,2023-08-25 07:39:00,2.5,Лето,Лето
41,1016.5,614,8,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-08-23 17:01:00,2023-08-24 01:01:00,21.0,Лето,Лето
4008,833.02,924,7,10,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Владивосток,Оптовый,2023-08-24 06:21:00,2023-08-24 13:21:00,22.0,Лето,Лето
1877,311.83,199,35,8,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-08-24 08:25:00,2023-08-25 19:25:00,24.4,Лето,Лето
1235,178.06,100,27,4,VIP,Физическое лицо,Одежда,Унисекс,Новосибирск,Москва,Розничный,2023-08-24 08:58:00,2023-08-25 11:58:00,1.6,Лето,Лето
1328,1880.53,944,61,10,B2C,Физическое лицо,Одежда,Унисекс,Москва,Казань,Розничный,2023-08-24 14:44:00,2023-08-27 03:44:00,4.0,Лето,Лето
2711,493.56,292,3,5,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Владивосток,Розничный,2023-08-24 16:01:00,2023-08-24 19:01:00,3.0,Лето,Лето
3239,614.52,429,33,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Екатеринбург,Розничный,2023-08-24 16:50:00,2023-08-26 01:50:00,87.5,Лето,Лето
1029,1563.71,800,64,5,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Новосибирск,Оптовый,2023-08-25 04:53:00,2023-08-27 20:53:00,50.0,Лето,Лето
452,121.1,123,40,5,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-08-25 05:00:00,2023-08-26 21:00:00,131.5,Лето,Лето
2736,499.95,287,7,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-08-25 09:09:00,2023-08-25 16:09:00,63.0,Лето,Лето
2633,475.96,836,62,7,B2B,Юридическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-08-25 15:23:00,2023-08-28 05:23:00,6.859999999999999,Лето,Лето
3425,663.09,482,9,10,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Казань,Оптовый,2023-08-25 16:53:00,2023-08-26 01:53:00,2.5,Лето,Лето
2625,474.17,645,15,2,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Санкт-Петербург,Розничный,2023-08-25 18:09:00,2023-08-26 09:09:00,0.026,Лето,Лето
