,cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
1457,211.05,193,22,7,VIP,Физическое лицо,Одежда,Унисекс,Сочи,Санкт-Петербург,Розничный,2023-06-13 18:19:00,2023-06-14 16:19:00,1.26,Лето,Лето
537,1271.72,728,46,2,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Калининград,Розничный,2023-06-13 18:34:00,2023-06-15 16:34:00,4.4,Лето,Лето
1749,273.88,407,48,10,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Розничный,2023-06-13 18:57:00,2023-06-15 18:57:00,100.0,Лето,Лето
2263,386.21,409,37,6,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Краснодар,Розничный,2023-06-13 19:00:00,2023-06-15 08:00:00,13.2,Лето,Лето
299,1140.82,580,7,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Краснодар,Оптовый,2023-06-13 19:42:00,2023-06-14 02:42:00,0.34,Лето,Лето
1666,256.23,377,43,8,B2B,Физическое лицо,Одежда,Унисекс,Казань,Новосибирск,Оптовый,2023-06-13 23:12:00,2023-06-15 18:12:00,3.2,Лето,Лето
2379,409.56,251,7,10,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-06-13 23:54:00,2023-06-14 06:54:00,90.0,Лето,Лето
1803,285.1,492,9,2,B2C,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Екатеринбург,Розничный,2023-06-14 00:03:00,2023-06-14 09:03:00,0.6,Лето,Лето
2009,335.0,419,41,7,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Новосибирск,Розничный,2023-06-14 00:48:00,2023-06-15 17:48:00,2.8000000000000003,Лето,Лето
4109,877.96,590,39,8,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Калининград,Розничный,2023-06-14 02:45:00,2023-06-15 17:45:00,4.8,Лето,Лето
3614,719.58,536,15,5,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Санкт-Петербург,Розничный,2023-06-14 03:21:00,2023-06-14 18:21:00,11.0,Лето,Лето
2491,436.38,691,9,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Краснодар,Розничный,2023-06-14 05:00:00,2023-06-14 14:00:00,0.34,Лето,Лето
1010,156.9,108,46,10,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Казань,Розничный,2023-06-14 06:39:00,2023-06-16 04:39:00,35.0,Лето,Лето
4204,91.44,68,69,3,B2C,Физическое лицо,Одежда,Унисекс,Казань,Краснодар,Розничный,2023-06-14 07:32:00,2023-06-17 04:32:00,0.54,Лето,Лето
3274,623.36,691,54,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Екатеринбург,Розничный,2023-06-14 13:23:00,2023-06-16 19:23:00,0.68,Лето,Лето
1212,1738.28,968,49,8,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Калининград,Розничный,2023-06-14 18:13:00,2023-06-16 19:13:00,17.6,Лето,Лето
3570,706.59,872,12,4,B2C,Физическое лицо,Одежда,Женская,Москва,Москва,Розничный,2023-06-14 21:20:00,2023-06-15 09:20:00,2.4,Лето,Лето
2457,425.29,450,29,6,B2C,Юридическое лицо,Одежда,Мужская,Новосибирск,Екатеринбург,Розничный,2023-06-14 22:53:00,2023-06-16 03:53:00,3.0,Лето,Лето
135,1056.87,576,37,8,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Екатеринбург,Розничный,2023-06-15 06:33:00,2023-06-16 19:33:00,2.0,Лето,Лето
380,118.42,65,32,10,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Новосибирск,Оптовый,2023-06-15 06:41:00,2023-06-16 14:41:00,1.7000000000000002,Лето,Лето
1157,169.14,100,41,7,B2B,Физическое лицо,Одежда,Женская,Москва,Новосибирск,Розничный,2023-06-15 06:47:00,2023-06-16 23:47:00,2.1,Лето,Лето
4128,881.57,710,71,8,B2B,Юридическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-06-15 12:06:00,2023-06-18 11:06:00,2.64,Лето,Лето
2239,381.66,213,35,4,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Калининград,Розничный,2023-06-15 17:57:00,2023-06-17 04:57:00,1.0,Лето,Лето
4375,970.74,808,50,9,B2B,Физическое лицо,Одежда,Женская,Казань,Сочи,Розничный,2023-06-15 18:11:00,2023-06-17 20:11:00,2.97,Лето,Лето
3338,641.1,349,40,5,B2C,Юридическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-06-15 21:02:00,2023-06-17 13:02:00,50.0,Лето,Лето
4280,936.59,731,21,9,B2B,Физическое лицо,Одежда,Мужская,Казань,Казань,Оптовый,2023-06-15 21:50:00,2023-06-16 18:50:00,4.5,Лето,Лето
987,1540.76,843,52,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-06-16 06:45:00,2023-06-18 10:45:00,140.0,Лето,Лето
1790,283.09,412,12,5,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Екатеринбург,Розничный,2023-06-16 07:04:00,2023-06-16 19:04:00,50.0,Лето,Лето
202,109.57,142,68,7,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Сочи,Розничный,2023-06-16 10:59:00,2023-06-19 06:59:00,0.21,Лето,Лето
360,117.39,65,50,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-06-16 13:26:00,2023-06-18 15:26:00,3.05,Лето,Лето
2140,361.82,284,38,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-06-16 19:28:00,2023-06-18 09:28:00,21.35,Лето,Лето
1804,285.28,269,64,3,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Казань,Розничный,2023-06-16 23:31:00,2023-06-19 15:31:00,1.2000000000000002,Лето,Лето
534,1271.26,838,28,9,VIP,Физическое лицо,Одежда,Мужская,Казань,Москва,Оптовый,2023-06-17 02:13:00,2023-06-18 06:13:00,6.3,Лето,Лето
297,1140.02,795,71,1,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Сочи,Оптовый,2023-06-17 03:31:00,2023-06-20 02:31:00,26.3,Лето,Лето
4199,908.42,523,61,4,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Калининград,Розничный,2023-06-17 03:54:00,2023-06-19 16:54:00,40.0,Лето,Лето
2342,402.91,288,22,4,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Казань,Розничный,2023-06-17 05:22:00,2023-06-18 03:22:00,70.0,Лето,Лето
2300,393.93,710,37,1,B2B,Юридическое лицо,Электроника,Компьютеры,Казань,Новосибирск,Оптовый,2023-06-17 05:27:00,2023-06-18 18:27:00,2.2,Лето,Лето
891,1470.28,876,62,4,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Владивосток,Розничный,2023-06-17 05:30:00,2023-06-19 19:30:00,8.8,Лето,Лето
1873,301.03,496,48,5,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-06-17 05:30:00,2023-06-19 05:30:00,25.0,Лето,Лето
766,139.27,109,18,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Краснодар,Оптовый,2023-06-17 06:06:00,2023-06-18 00:06:00,2.0,Лето,Лето
4409,982.02,837,44,5,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сочи,Владивосток,Розничный,2023-06-17 07:55:00,2023-06-19 03:55:00,0.8500000000000001,Лето,Лето
3757,764.77,672,30,5,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Новосибирск,Оптовый,2023-06-17 11:22:00,2023-06-18 17:22:00,87.5,Лето,Лето
3087,576.13,349,20,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-06-17 16:04:00,2023-06-18 12:04:00,17.5,Лето,Лето
139,106.24,119,72,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-06-17 17:08:00,2023-06-20 17:08:00,17.5,Лето,Лето
1747,272.76,196,14,8,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-06-17 18:07:00,2023-06-18 08:07:00,24.4,Лето,Лето
941,1505.41,854,15,7,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-06-17 20:47:00,2023-06-18 11:47:00,6.859999999999999,Лето,Лето
969,1524.03,870,35,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Краснодар,Розничный,2023-06-17 22:06:00,2023-06-19 09:06:00,105.0,Лето,Лето
638,1318.59,696,32,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Екатеринбург,Оптовый,2023-06-17 23:45:00,2023-06-19 07:45:00,0.68,Лето,Лето
2434,420.59,258,53,4,B2C,Физическое лицо,Одежда,Женская,Сочи,Санкт-Петербург,Розничный,2023-06-18 05:08:00,2023-06-20 10:08:00,1.32,Лето,Лето
57,1022.5,996,15,5,B2C,Юридическое лицо,Одежда,Женская,Сочи,Казань,Розничный,2023-06-18 09:25:00,2023-06-19 00:25:00,3.0,Лето,Лето
4244,922.75,472,27,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Новосибирск,Розничный,2023-06-18 10:51:00,2023-06-19 13:51:00,8.82,Лето,Лето
4203,909.78,674,42,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-06-18 11:45:00,2023-06-20 05:45:00,72.0,Лето,Лето
2333,400.49,310,2,4,B2B,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Нижний Новгород,Розничный,2023-06-18 12:07:00,2023-06-18 14:07:00,40.0,Лето,Лето
3254,616.88,399,57,1,B2C,Физическое лицо,Одежда,Женская,Сочи,Казань,Розничный,2023-06-18 12:12:00,2023-06-20 21:12:00,0.6,Лето,Лето
3459,675.86,339,2,9,B2C,Физическое лицо,Одежда,Женская,Сочи,Москва,Розничный,2023-06-18 12:25:00,2023-06-18 14:25:00,2.7,Лето,Лето
757,1382.29,857,41,7,B2B,Физическое лицо,Электроника,Мобильные устройства,Москва,Калининград,Розничный,2023-06-18 13:37:00,2023-06-20 06:37:00,1.1900000000000002,Лето,Лето
1180,171.19,158,44,5,B2C,Физическое лицо,Одежда,Мужская,Сочи,Краснодар,Розничный,2023-06-18 14:04:00,2023-06-20 10:04:00,3.5,Лето,Лето
3956,821.94,660,1,10,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Сочи,Розничный,2023-06-18 15:04:00,2023-06-18 16:04:00,1.7000000000000002,Лето,Лето
1587,24.72,14,40,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Сочи,Розничный,2023-06-18 21:30:00,2023-06-20 13:30:00,27.45,Лето,Лето
978,1529.95,977,26,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Новосибирск,Новосибирск,Розничный,2023-06-19 06:43:00,2023-06-20 08:43:00,70.0,Лето,Лето
1960,323.43,238,10,7,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Владивосток,Розничный,2023-06-19 06:49:00,2023-06-19 16:49:00,35.0,Лето,Лето
133,1055.89,812,24,6,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Сочи,Розничный,2023-06-19 07:57:00,2023-06-20 07:57:00,0.078,Лето,Лето
3925,811.1,464,37,5,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Краснодар,Розничный,2023-06-19 09:01:00,2023-06-20 22:01:00,1.25,Лето,Лето
3055,569.56,453,64,1,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Калининград,Розничный,2023-06-19 11:31:00,2023-06-22 03:31:00,0.17,Лето,Лето
3788,772.54,387,14,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Владивосток,Оптовый,2023-06-19 15:52:00,2023-06-20 05:52:00,3.0,Лето,Лето
569,1284.67,662,26,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-06-19 22:06:00,2023-06-21 00:06:00,3.5,Лето,Лето
617,1302.94,866,50,6,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Екатеринбург,Оптовый,2023-06-19 22:40:00,2023-06-22 00:40:00,0.078,Лето,Лето
855,1447.54,918,17,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Екатеринбург,Оптовый,2023-06-20 01:05:00,2023-06-20 18:05:00,1.5,Лето,Лето
2168,369.37,238,27,1,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Оптовый,2023-06-20 01:57:00,2023-06-21 04:57:00,2.2,Лето,Лето
12,1001.41,837,20,8,B2C,Физическое лицо,Одежда,Женская,Сочи,Новосибирск,Розничный,2023-06-20 02:03:00,2023-06-20 22:03:00,2.4,Лето,Лето
320,1146.67,648,48,3,VIP,Физическое лицо,Одежда,Унисекс,Сочи,Москва,Розничный,2023-06-20 07:44:00,2023-06-22 07:44:00,1.2000000000000002,Лето,Лето
2208,375.75,499,28,4,B2C,Физическое лицо,Одежда,Мужская,Нижний Новгород,Нижний Новгород,Розничный,2023-06-20 08:42:00,2023-06-21 12:42:00,2.8,Лето,Лето
763,1388.22,855,19,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-06-20 13:29:00,2023-06-21 08:29:00,2.94,Лето,Лето
449,1216.74,696,36,1,B2C,Юридическое лицо,Электроника,Мобильные устройства,Казань,Краснодар,Оптовый,2023-06-20 14:17:00,2023-06-22 02:17:00,0.17,Лето,Лето
778,1397.65,855,15,7,B2C,Физическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Оптовый,2023-06-20 15:43:00,2023-06-21 06:43:00,3.5,Лето,Лето
3281,624.65,377,19,6,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Казань,Розничный,2023-06-20 16:41:00,2023-06-21 11:41:00,1.5,Лето,Лето
2881,524.84,872,23,3,B2C,Физическое лицо,Одежда,Мужская,Москва,Владивосток,Розничный,2023-06-20 16:56:00,2023-06-21 15:56:00,2.1,Лето,Лето
372,1174.67,674,36,5,B2B,Физическое лицо,Электроника,Аксессуары,Москва,Екатеринбург,Розничный,2023-06-20 17:58:00,2023-06-22 05:58:00,0.065,Лето,Лето
623,131.52,77,48,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Новосибирск,Оптовый,2023-06-20 19:32:00,2023-06-22 19:32:00,0.34,Лето,Лето
377,118.25,67,72,3,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Екатеринбург,Оптовый,2023-06-20 20:55:00,2023-06-23 20:55:00,15.0,Лето,Лето
2674,479.43,721,63,1,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Владивосток,Розничный,2023-06-20 21:00:00,2023-06-23 12:00:00,0.25,Лето,Лето
823,1424.59,780,23,8,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-06-21 02:40:00,2023-06-22 01:40:00,5.6,Лето,Лето
334,1153.57,778,70,1,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Екатеринбург,Розничный,2023-06-21 02:50:00,2023-06-24 00:50:00,2.2,Лето,Лето
3976,83.42,91,28,9,B2C,Физическое лицо,Одежда,Унисекс,Казань,Сочи,Оптовый,2023-06-21 03:26:00,2023-06-22 07:26:00,5.4,Лето,Лето
1520,224.59,353,64,10,B2C,Юридическое лицо,Одежда,Женская,Сочи,Нижний Новгород,Розничный,2023-06-21 06:28:00,2023-06-23 22:28:00,3.3000000000000003,Лето,Лето
2612,463.46,285,62,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-06-21 08:57:00,2023-06-23 22:57:00,87.5,Лето,Лето
627,1312.49,796,71,1,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Санкт-Петербург,Оптовый,2023-06-21 10:39:00,2023-06-24 09:39:00,26.3,Лето,Лето
2060,345.89,565,72,10,B2B,Юридическое лицо,Одежда,Женская,Сочи,Москва,Розничный,2023-06-21 11:54:00,2023-06-24 11:54:00,3.0,Лето,Лето
832,1429.2,864,36,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Краснодар,Оптовый,2023-06-21 14:00:00,2023-06-23 02:00:00,4.5,Лето,Лето
1601,243.52,315,55,3,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Казань,Розничный,2023-06-21 14:42:00,2023-06-23 21:42:00,0.54,Лето,Лето
3818,781.81,565,7,1,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Санкт-Петербург,Розничный,2023-06-21 14:51:00,2023-06-21 21:51:00,0.25,Лето,Лето
1847,296.07,482,51,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Екатеринбург,Розничный,2023-06-21 17:12:00,2023-06-23 20:12:00,2.0,Лето,Лето
2192,372.39,232,47,7,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Казань,Оптовый,2023-06-21 17:35:00,2023-06-23 16:35:00,1.75,Лето,Лето
251,1117.38,997,31,2,VIP,Физическое лицо,Электроника,Аксессуары,Сочи,Новосибирск,Розничный,2023-06-21 19:22:00,2023-06-23 02:22:00,0.026,Лето,Лето
3604,715.73,455,7,7,B2C,Юридическое лицо,Электроника,Мобильные устройства,Новосибирск,Москва,Розничный,2023-06-22 01:53:00,2023-06-22 08:53:00,1.1900000000000002,Лето,Лето
2028,34.0,49,9,4,B2C,Физическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-06-22 02:01:00,2023-06-22 11:01:00,2.4,Лето,Лето
1400,198.94,274,22,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Казань,Нижний Новгород,Оптовый,2023-06-22 09:10:00,2023-06-23 07:10:00,120.0,Лето,Лето
3878,8.81,9,30,10,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-06-22 11:15:00,2023-06-23 17:15:00,90.0,Лето,Лето
3960,823.33,705,65,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Сочи,Оптовый,2023-06-22 13:08:00,2023-06-25 06:08:00,140.0,Лето,Лето
1682,260.23,473,49,1,B2C,Физическое лицо,Одежда,Мужская,Казань,Новосибирск,Оптовый,2023-06-22 15:37:00,2023-06-24 16:37:00,0.3,Лето,Лето
2004,333.93,457,2,7,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Оптовый,2023-06-22 15:44:00,2023-06-22 17:44:00,122.5,Лето,Лето
701,135.64,73,36,3,B2B,Физическое лицо,Одежда,Женская,Сочи,Нижний Новгород,Розничный,2023-06-22 16:16:00,2023-06-24 04:16:00,0.99,Лето,Лето
4253,925.71,706,47,8,B2B,Физическое лицо,Бытовая техника,Малая техника,Москва,Сочи,Розничный,2023-06-22 17:26:00,2023-06-24 16:26:00,7.84,Лето,Лето
2428,419.42,295,23,10,VIP,Физическое лицо,Электроника,Компьютеры,Москва,Владивосток,Розничный,2023-06-22 18:51:00,2023-06-23 17:51:00,22.0,Лето,Лето
230,1108.26,875,33,9,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Москва,Розничный,2023-06-22 19:40:00,2023-06-24 04:40:00,19.8,Лето,Лето
1133,1661.09,857,48,9,B2C,Физическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Оптовый,2023-06-22 21:26:00,2023-06-24 21:26:00,2.7,Лето,Лето
2745,495.95,523,39,2,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Калининград,Розничный,2023-06-23 00:23:00,2023-06-24 15:23:00,1.4,Лето,Лето
2692,483.82,346,43,3,B2B,Физическое лицо,Одежда,Мужская,Сочи,Владивосток,Розничный,2023-06-23 01:55:00,2023-06-24 20:55:00,2.1,Лето,Лето
4225,913.9,725,13,2,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Санкт-Петербург,Розничный,2023-06-23 02:56:00,2023-06-23 15:56:00,0.6,Лето,Лето
1344,189.22,104,35,10,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-06-23 05:43:00,2023-06-24 16:43:00,90.0,Лето,Лето
37,1012.39,984,57,6,B2C,Юридическое лицо,Одежда,Мужская,Новосибирск,Калининград,Розничный,2023-06-23 10:23:00,2023-06-25 19:23:00,3.0,Лето,Лето
3165,597.18,689,56,9,B2B,Юридическое лицо,Электроника,Компьютеры,Сочи,Калининград,Розничный,2023-06-23 12:05:00,2023-06-25 20:05:00,90.0,Лето,Лето
1346,189.6,168,43,7,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Санкт-Петербург,Розничный,2023-06-23 14:24:00,2023-06-25 09:24:00,1.1900000000000002,Лето,Лето
10,1000.63,849,11,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-06-23 20:14:00,2023-06-24 07:14:00,6.859999999999999,Лето,Лето
2161,368.24,296,20,2,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Калининград,Розничный,2023-06-24 02:13:00,2023-06-24 22:13:00,10.0,Лето,Лето
1779,280.23,149,14,5,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Новосибирск,Розничный,2023-06-24 02:57:00,2023-06-24 16:57:00,50.0,Лето,Лето
3781,769.93,729,35,7,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Владивосток,Розничный,2023-06-24 04:02:00,2023-06-25 15:02:00,2.1,Лето,Лето
2196,372.85,243,44,7,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Новосибирск,Розничный,2023-06-24 08:03:00,2023-06-26 04:03:00,35.0,Лето,Лето
1979,327.04,583,36,5,VIP,Физическое лицо,Спорттовары,Тренажеры,Москва,Новосибирск,Розничный,2023-06-24 08:33:00,2023-06-25 20:33:00,131.5,Лето,Лето
2318,399.08,741,14,8,B2C,Физическое лицо,Одежда,Женская,Казань,Сочи,Оптовый,2023-06-24 09:20:00,2023-06-24 23:20:00,4.8,Лето,Лето
4403,980.14,512,64,1,B2B,Юридическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-06-24 09:48:00,2023-06-27 01:48:00,3.5,Лето,Лето
3830,785.44,802,54,2,B2C,Физическое лицо,Одежда,Унисекс,Москва,Новосибирск,Розничный,2023-06-24 10:56:00,2023-06-26 16:56:00,0.36,Лето,Лето
3856,791.77,872,45,4,B2B,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-24 12:20:00,2023-06-26 09:20:00,1.6,Лето,Лето
456,1220.53,666,37,10,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Калининград,Розничный,2023-06-24 15:31:00,2023-06-26 04:31:00,1.7000000000000002,Лето,Лето
1699,263.9,227,62,9,B2B,Юридическое лицо,Электроника,Аксессуары,Новосибирск,Екатеринбург,Розничный,2023-06-24 18:02:00,2023-06-27 08:02:00,2.25,Лето,Лето
648,1322.26,922,62,7,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-06-24 21:30:00,2023-06-27 11:30:00,0.091,Лето,Лето
1291,181.72,98,47,6,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Санкт-Петербург,Розничный,2023-06-24 21:31:00,2023-06-26 20:31:00,0.078,Лето,Лето
4218,912.64,821,34,4,B2C,Физическое лицо,Одежда,Унисекс,Москва,Сочи,Розничный,2023-06-25 01:26:00,2023-06-26 11:26:00,1.6,Лето,Лето
284,1132.75,973,33,7,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-06-25 05:15:00,2023-06-26 14:15:00,15.400000000000002,Лето,Лето
2197,372.89,218,45,1,B2C,Физическое лицо,Одежда,Женская,Сочи,Сочи,Розничный,2023-06-25 13:38:00,2023-06-27 10:38:00,0.6,Лето,Лето
3601,714.75,362,68,6,B2C,Физическое лицо,Одежда,Женская,Москва,Калининград,Розничный,2023-06-25 20:04:00,2023-06-28 16:04:00,3.6,Лето,Лето
3162,596.93,347,32,1,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Москва,Розничный,2023-06-25 22:21:00,2023-06-27 06:21:00,0.25,Лето,Лето
458,1224.62,989,10,10,B2C,Физическое лицо,Одежда,Мужская,Казань,Сочи,Оптовый,2023-06-26 01:17:00,2023-06-26 11:17:00,7.0,Лето,Лето
2597,460.3,737,65,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Владивосток,Розничный,2023-06-26 02:37:00,2023-06-28 19:37:00,30.5,Лето,Лето
961,1518.55,893,41,5,B2C,Физическое лицо,Одежда,Унисекс,Москва,Екатеринбург,Розничный,2023-06-26 02:42:00,2023-06-27 19:42:00,0.8999999999999999,Лето,Лето
3632,722.38,678,22,4,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-26 05:22:00,2023-06-27 03:22:00,0.72,Лето,Лето
673,1331.96,934,56,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Нижний Новгород,Розничный,2023-06-26 07:18:00,2023-06-28 15:18:00,5.88,Лето,Лето
2502,439.63,320,70,4,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-06-26 08:28:00,2023-06-29 06:28:00,8.8,Лето,Лето
4254,926.0,727,67,3,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Нижний Новгород,Розничный,2023-06-26 09:16:00,2023-06-29 04:16:00,78.9,Лето,Лето
1029,1574.39,835,50,10,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Казань,Розничный,2023-06-26 12:47:00,2023-06-28 14:47:00,1.7999999999999998,Лето,Лето
3868,795.78,966,55,4,B2C,Физическое лицо,Одежда,Женская,Москва,Екатеринбург,Розничный,2023-06-26 13:13:00,2023-06-28 20:13:00,1.32,Лето,Лето
3770,767.19,441,30,10,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Санкт-Петербург,Розничный,2023-06-26 13:39:00,2023-06-27 19:39:00,2.5,Лето,Лето
1654,254.35,173,57,1,B2B,Физическое лицо,Спорттовары,Тренажеры,Казань,Сочи,Оптовый,2023-06-26 14:22:00,2023-06-28 23:22:00,73.0,Лето,Лето
4246,922.93,489,38,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Краснодар,Розничный,2023-06-26 16:49:00,2023-06-28 06:49:00,35.0,Лето,Лето
2389,410.43,615,39,2,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-06-26 17:26:00,2023-06-28 08:26:00,4.4,Лето,Лето
3673,736.68,554,40,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Калининград,Оптовый,2023-06-26 18:22:00,2023-06-28 10:22:00,0.51,Лето,Лето
3876,799.45,541,29,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Екатеринбург,Оптовый,2023-06-26 22:43:00,2023-06-28 03:43:00,0.8500000000000001,Лето,Лето
1318,185.29,108,69,1,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Новосибирск,Розничный,2023-06-26 23:51:00,2023-06-29 20:51:00,0.6,Лето,Лето
2119,358.45,504,48,4,B2C,Физическое лицо,Одежда,Унисекс,Казань,Калининград,Оптовый,2023-06-27 03:47:00,2023-06-29 03:47:00,0.72,Лето,Лето
